brand,subseries,모델,제품 시리즈,상태,센서 유형,크로마,스펙트럼,스펙트럼 범위,해상도,센서 모델,센서 아키텍처 (소재),셔터 유형,센서 크기,픽셀 크기,센서 비트 심도,모노크롬 픽셀 형식,최대 프레임 속도,비절연 라인,광절연 라인,전원 공급 장치,전력 소비,작동 온도 (하우징),본체 치수 (L x W x H mm),렌즈 마운트,무게,이미지 버퍼 (RAM),비휘발성 메모리 (플래시),디지털 인터페이스,YUV 픽셀 형식,RGB 픽셀 형식,베이어 픽셀 형식,양자 효율 @ 529 nm,비전 표준,양자 효율 @ 850 nm,노출 시간,게인,I/O 커넥터,특정 비절연 라인,제품 코드,필터/보호 유리,IP 등급,인터페이스 커넥터,노출 모드,게인 모드,이미지 제어 기능,트리거 모드/동기화,카메라 제어 기능,화이트 밸런스 모드,다이나믹 레인지,SNR,최대 프레임 속도 (버스트),최대 프레임 속도 ROI 모드,데이터 형식,최대 라인 속도 (트리리니어),최대 라인 속도 (단일 라인),최대 라인 속도 (쿼드리니어),사용자 데이터 메모리
Allied Vision,exo-gige,exo183MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"5,496 × 3,672 (20.20 MP)",Sony IMX183,cmos,rolling-shutter,"13.19 × 8.81 mm (15.86 mm, 15.86mm (Type 1))",2.40 µm × 2.40 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,,,,,,117 µs to 60 s,0.0 dB to 27.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002192,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","BurstMode, User Sets, POE, PWM(4), Sequencer,",,71.5 dB,40 dB,16 fps,,,,,,
Allied Vision,exo-gige,exo249CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"1,920 × 1,200 (2.30 MP)",Sony IMX249,cmos,global-shutter,"11.25 × 7.03 mm (13.27 mm, 13.4mm (Type 1/1.2))",5.86 µm × 5.86 µm,"8-Bit,12-Bit,12-Bit",,41 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,34 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002181,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",72 dB,44 dB,41.6 fps,,,,,,
Allied Vision,exo-gige,exo249MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"1,920 × 1,200 (2.30 MP)",Sony IMX249,cmos,global-shutter,"11.25 × 7.03 mm (13.27 mm, 13.4mm (Type 1/1.2))",5.86 µm × 5.86 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",41 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,,,,,,34 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002180,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,72 dB,44 dB,41.6 fps,,,,,,
Allied Vision,exo-gige,exo250CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX250,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,24.5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,20 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002183,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",72 dB,40 dB,42.7 fps,,,,,,
Allied Vision,exo-gige,exo250MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX250,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",24.5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,,,,,,20 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002182,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,72 dB,40 dB,42.7 fps,,,,,,
Allied Vision,exo-gige,exo264CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX264,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,24.5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,28 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002185,,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",71.5 dB,39.5 dB,36 fps,,,,,,
Allied Vision,exo-gige,exo264MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX264,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",24.5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,,,,,,28 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002184,,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,71.5 dB,39.5 dB,36 fps,,,,,,
Allied Vision,exo-gige,exo265CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"2,048 × 1,536 (3.10 MP)",Sony IMX265,cmos,global-shutter,"7.07 × 5.3 mm (8.83 mm, 8.9mm (Type 1/1.8))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,39 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,24 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002187,,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",72 dB,40 dB,56 fps,,,,,,
Allied Vision,exo-gige,exo265MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"2,048 × 1,536 (3.10 MP)",Sony IMX265,cmos,global-shutter,"7.07 × 5.3 mm (8.83 mm, 8.9mm (Type 1/1.8))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",39 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,,,,,,24 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002186,,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,72 dB,40 dB,56 fps,,,,,,
Allied Vision,exo-gige,exo273CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"1,440 × 1,080 (1.60 MP)",Sony IMX273,cmos,global-shutter,"4.97 × 3.73 mm (6.21 mm, 6.3mm (Type 1/2.9))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,79 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,19 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002194,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",,,167.3 fps,,,,,,
Allied Vision,exo-gige,exo273MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"1,440 × 1,080 (1.60 MP)",Sony IMX273,cmos,global-shutter,"4.97 × 3.73 mm (6.21 mm, 6.3mm (Type 1/2.9))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",79 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,,,,,,19 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002193,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,,,167.3 fps,,,,,,
Allied Vision,exo-gige,exo304CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"4,096 × 3,000 (12.30 MP)",Sony IMX304,cmos,global-shutter,"14.13 × 10.35 mm (17.52 mm, 17.6mm (Type 1.1))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,10 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,28 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002160,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",72 dB,39.5 dB,23.6 fps,,,,,,
Allied Vision,exo-gige,exo304MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"4,096 × 3,000 (12.30 MP)",Sony IMX304,cmos,global-shutter,"14.13 × 10.35 mm (17.52 mm, 17.6mm (Type 1.1))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",10 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,,,,,,28 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002149,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,72 dB,39.5 dB,23.6 fps,,,,,,
Allied Vision,exo-gige,exo342CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"6,464 × 4,852 (31.40 MP)",Sony IMX342,cmos,global-shutter,"22.3 × 16.74 mm (27.88 mm, 27.9mm (APS-C))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,3.8 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 6 W (typical),-10 °C to 65 °C,46 × 58 × 58,M42,400 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,56 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002159,K9 - AR coating,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",70.5 dB,39.9 dB,7.6 fps,,,,,,
Allied Vision,exo-gige,exo342MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"6,464 × 4,852 (31.40 MP)",Sony IMX342,cmos,global-shutter,"22.3 × 16.74 mm (27.88 mm, 27.9mm (APS-C))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",3.8 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 6 W (typical),-10 °C to 65 °C,46 × 58 × 58,M42,400 g,192 MByte,32 MByte,gige,,,,,,,56 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002197,K9 - AR coating,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,70.5 dB,39.9 dB,7.6 fps,,,,,,
Allied Vision,exo-gige,exo367CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"4,416 × 4,428 (19.60 MP)",Sony IMX367,cmos,global-shutter,"15.24 × 15.28 mm (21.58 mm, 21.6mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,6.2 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 5.5 W (typical),-10 °C to 65 °C,46 × 58 × 58,M42,400 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,26 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002199,K9 - AR coating,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, User Sets, POE, PWM(4), Sequencer,","auto, manual",,,,,,,,,
Allied Vision,exo-gige,exo367MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"4,416 × 4,428 (19.60 MP)",Sony IMX367,cmos,global-shutter,"15.24 × 15.28 mm (21.58 mm, 21.6mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",6.2 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 5.5 W (typical),-10 °C to 65 °C,46 × 58 × 58,M42,400 g,192 MByte,32 MByte,gige,,,,,,,26 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002200,K9 - AR coating,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, User Sets, POE, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,exo-gige,exo4000CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"2,048 × 2,048 (4.00 MP)",CMOSIS/ams CMV4000,cmos,global-shutter,"11.26 × 11.26 mm (15.93 mm, 15.9mm (1""))",5.50 µm × 5.50 µm,"8-Bit,12-Bit,12-Bit",,29.5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),,38 × 50 × 50,C-Mount,150 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,27 µs to 60 s,0.0 dB to 11.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002179,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",52 dB,38 dB,74 fps,,,,,,
Allied Vision,exo-gige,exo4000MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"2,048 × 2,048 (4.00 MP)",CMOSIS/ams CMV4000,cmos,global-shutter,"11.26 × 11.26 mm (15.93 mm, 15.9mm (1""))",5.50 µm × 5.50 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",29.5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),,38 × 50 × 50,C-Mount,150 g,192 MByte,32 MByte,gige,,,,,,,27 µs to 60 s,0.0 dB to 11.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002178,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,52 dB,38 dB,74 fps,,,,,,
Allied Vision,exo-gige,exo428CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"3,208 × 2,200 (7.10 MP)",Sony IMX428,cmos,global-shutter,"14.44 × 9.9 mm (17.5 mm, 17.6mm (Type 1.1))",4.50 µm × 4.50 µm,"8-Bit,12-Bit,12-Bit",,17.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 5 W (typical),,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,21 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002198,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",,,27 fps,,,,,,
Allied Vision,exo-gige,exo428MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"3,208 × 2,200 (7.10 MP)",Sony IMX428,cmos,global-shutter,"14.44 × 9.9 mm (17.5 mm, 17.6mm (Type 1.1))",4.50 µm × 4.50 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",17.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,,,,,,21 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002195,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,72 dB,39.5 dB,27 fps,,,,,,
Allied Vision,exo-gige,exo540CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"5,320 × 4,600 (24.50 MP)",Sony IMX540,cmos,global-shutter,"14.58 × 12.6 mm (19.27 mm, 19.3mm (Type 1.2))",2.74 µm × 2.74 µm,"8-Bit,12-Bit,12-Bit",,5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 65 °C,43 × 50 × 50,C-Mount,143 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,20 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002165,IR-Cut 680,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, User Sets, POE, PWM(4), Sequencer,","auto, manual",,,,,,,,,
Allied Vision,exo-gige,exo540MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"5,320 × 4,600 (24.50 MP)",Sony IMX540,cmos,global-shutter,"14.58 × 12.6 mm (19.27 mm, 19.3mm (Type 1.2))",2.74 µm × 2.74 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 65 °C,43 × 50 × 50,C-Mount,143 g,192 MByte,32 MByte,gige,,,,,,,20 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002164,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, User Sets, POE, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,exo-gige,exo541CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"4,504 × 4,504 (20.30 MP)",Sony IMX541,cmos,global-shutter,"12.34 × 12.34 mm (17.45 mm, 17.5mm (Type 1.1))",2.74 µm × 2.74 µm,"8-Bit,12-Bit,12-Bit",,6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 65 °C,43 × 50 × 50,C-Mount,143 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,16 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002167,IR-Cut 680,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",72 dB,,15 fps,,,,,,
