brand,model_name,slug,제조 업체,주문 번호,카메라 카테고리,카메라 시리즈,보증 (Warranty),센서 공급업체,센서,셔터,센서 타입,해상도 (HxV),픽셀 사이즈 HxV,라인 속도,모노크롬/컬러,빛스펙트럼,인터페이스,픽셀 비트 깊이,동기화,카메라 I/O 커넥터,전원 공급,하우징 종류,보호 등급,하우징 ‍사이즈 (L x W x H),무게 (Weight),렌즈 마운트,작동 온도,Basler,Conformity,제품군,제품 라인,센서 포맷,센서 대각선 길이,센서 크기,프레임 속도,카메라 데이터 커넥터,이미지 데이터 인터페이스,노출 제어,디지털 입력,범용 I/O,전원 요구사항 (일반적),측정된,양자 효율 (일반/최소),다크 노이즈 (일반/최대),포화 용량 (일반/최소),"다이나믹 레인지 (Dinamic Range, 일반/최소)",신호 대 노이즈비 (Signal to Noise Ratio)(일반/최소),기준,FOV (Field of View),심도(Depth) 이미지 해상도 및 FPS,측정 방식,"에고 모션(Ego-motion, IMU)",작업 범위,운영 체제,양산,소모 전력 PoE,해상도,디지털 출력,작동 중 주변 온도,Compression Beyond 사용시 프레임 속도,비디오 출력 유형,Camera Link ‍Clock,파장 (Wavelength),스트리밍 형식,정확도( Accuracy),템포럴 노이즈,지연 (Latency),조명 (Illumination),햇빛에서의 내구성,데이터 커넥터,전원 공급 장치,구성 요소,표준,프로그래밍 언어,타사 지원,마운팅 포인트,하우징 대체품,‍이미지 처리,양자 효율 - 녹색 (일반/최소),양자 효율 - 파란색 (일반/최소),양자 효율 - 빨간색 (일반/최소),납품 범위,심도(Depth) 해상도,작업 공간,초점 거리,프로세서 제조업체,수평 해상도(X축),높이 해상도 (Z축),배율,광원,이격 거리 (Clearance Distance),Heliotis,반복정밀도 (Z축),레이저 등급,Z축 선형성(+/- % of MR),스캔 속도,데이터포인트/프로파일,측정 거리,LMI,JAI
Basler,acA1300-75gc,aca1300-75gc,Basler,106757,에어리어 스캔 카메라,Basler ace,36개월,onsemi,PYTHON 1300,Global Shutter,CMOS,1280 px × 1024 px,4.8 μm × 4.8 μm,,Color,Visible,GigE,10 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1/2""",7.87 mm,6.14 mm × 4.92 mm,88 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,3.5 W,,,,,,,,,,,,,,,3.5 W,1.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1440-220um,aca1440-220um,Basler,108866,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX273,Global Shutter,CMOS,1440 px × 1080 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"1/2.9""",6.21 mm,4.97 mm × 3.73 mm,227 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3.3 W,,62.7 % (typical),2.8 e¯ (typical),10.5 ke¯ (typical),71.5 dB (typical),40.2 dB (typical),,,,,,,,,,1.6 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,boA4504-100cc,boa4504-100cc,Basler,108379,에어리어 스캔 카메라,Basler boost,36개월,Sony,IMX531,Global Shutter,CMOS,4504 px × 4504 px,2.74 μm × 2.74 μm,,Color,Visible,CoaXPress (CXP-12),,,,,Box,,45 mm x 80 mm x 80 mm,525 g,,max 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, KC, RoHS, UL",boost R,,"1.1""",,12.3 mm × 12.3 mm,100 fpsCalculate individual frame rate,,CoaXPress (2.5–12.5 Gbps),,1,2,11.2 W,,,,,,,,,,,,,,,,20 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,boA5328-100cm,boa5328-100cm,Basler,108376,에어리어 스캔 카메라,Basler boost,36개월,Sony,IMX530,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Mono,Visible,CoaXPress (CXP-12),,,,,Box,,45 mm x 80 mm x 80 mm,525 g,,max 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, KC, RoHS, UL",boost R,,"1.2""",,14.6 mm × 12.6 mm,100 fpsCalculate individual frame rate,,CoaXPress (2.5–12.5 Gbps),,1,2,10.7 W,,65.5 % (typical),2.1 e¯ (typical),9.6 ke¯ (typical),71 dB (typical),40 dB (typical),,,,,,,,,,24.4 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,MED ace 5.1 MP 35 mono,med-ace-5-1-mp-35-mono,Basler,107613,에어리어 스캔 카메라,Basler MED ace,36개월,Sony,IMX264,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",,,"2/3""",11.02 mm,8.45 mm × 7.07 mm,35 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,2.5 W,,,,,,,,,,,,,,,,5 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2600-64ucPRO,a2a2600-64ucpro,Basler,108373,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2505,Global Shutter,CMOS,2600 px × 2160 px,2.5 μm × 2.5 μm,,Color,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"1/2""",8.5 mm,6.52 mm × 5.42 mm,64 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.5 W,525 nm,,,,,,,,,,,,,,,5.6 MP,,,,,,,,,,,,,,,,,,,,,,49.63 % (typical),,,,,,,,,,,,,,,,,,,,,
Basler,daA1440-220uc (No-Mount),daa1440-220uc-no-mount,Basler,108731,에어리어 스캔 카메라,Basler dart,36개월,Sony,IMX273,Global Shutter,CMOS,1440 px × 1080 px,3.45 μm × 3.45 μm,,Color,Visible,USB 3.0,8 bits / 12 bits,,,,Board Level,,8 mm x 27 mm x 27 mm,5 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart R,,"1/2.9""",6.21 mm,4.97 mm × 3.73 mm,227 fpsCalculate individual frame rate,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",,0,4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2040-35gc,aca2040-35gc,Basler,108777,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX265,Global Shutter,CMOS,2048 px × 1536 px,3.45 μm × 3.45 μm,,Color,Visible,GigE,10 bits / 12 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1/1.8""",8.84 mm,7.07 mm × 5.3 mm,36 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,2.7 W,,,,,,,,,,,,,,,3.2 W,3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,MED ace 12.3 MP 23 color,med-ace-12-3-mp-23-color,Basler,107819,에어리어 스캔 카메라,Basler MED ace,36개월,Sony,IMX304,Global Shutter,CMOS,4096 px × 3000 px,3.45 μm × 3.45 μm,,Color,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Box,,35.8 mm x 40 mm x 30 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL (in preparation), USB3 Vision",,,"1.1""",17.52 mm,14.13 mm × 10.35 mm,23 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.2 W,,,,,,,,,,,,,,,,12 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2000-50gc (CS-Mount),aca2000-50gc-cs-mount,Basler,106534,에어리어 스캔 카메라,Basler ace,36개월,ams,CMV2000,Global Shutter,CMOS,2046 px × 1086 px,5.5 μm × 5.5 μm,,Color,Visible,GigE,12 bits,Ethernet connection / free-run / hardware trigger,Hirose HR10A 6-pin plug,PoE or 12 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,CS-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace Classic,ace Classic,"2/3""",12.75 mm,11.26 mm × 5.98 mm,50 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,2.5 W,,67.45 % (typical),13.9 e¯ (typical),9.3 ke¯ (typical),56.5 dB (typical),39.7 dB (typical),,,,,,,,,3 W,2 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,alA640-300gc,ala640-300gc,Basler,107688,에어리어 스캔 카메라,Basler ace,36개월,onsemi,PYTHON 300,Global Shutter,CMOS,640 px × 480 px,4.8 μm × 4.8 μm,,Color,Visible,GigE,10 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, RoHS, UKCA, UL",ace Lite,ace Lite,"1/4""",3.84 mm,3.07 mm × 2.3 mm,340 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,3.5 W,,,,,,,,,,,,,,,3.5 W,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5328-22g5mBAS,a2a5328-22g5mbas,Basler,108631,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX540,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Mono,Visible,5GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1.2""",19.26 mm,14.57 mm × 12.6 mm,22 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s), 2.5 Gigabit Ethernet (2500 Mbit/s), 5 Gigabit Ethernet (5000 Mbit/s)",hardware trigger / programmable via the camera API,1,,5.8 W,541 nm,65.6 % (typical),2.2 e¯ (typical),9.7 ke¯ (typical),70.7 dB (typical),39.85 dB (typical),,,,,,,,,,24.4 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,MED ace 12.3 MP 23 mono,med-ace-12-3-mp-23-mono,Basler,107818,에어리어 스캔 카메라,Basler MED ace,36개월,Sony,IMX304,Global Shutter,CMOS,4096 px × 3000 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Box,,35.8 mm x 40 mm x 30 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL (in preparation), USB3 Vision",,,"1.1""",17.52 mm,14.13 mm × 10.35 mm,23 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3 W,,,,,,,,,,,,,,,,12 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5328-15ucBAS,a2a5328-15ucbas,Basler,108116,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX540,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Color,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Basic,"1.2""",19.26 mm,14.57 mm × 12.6 mm,15 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3.7 W,,,,,,,,,,,,,,,,24.4 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4096-44g5mBAS,a2a4096-44g5mbas,Basler,108590,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX545,Global Shutter,CMOS,4096 px × 3000 px,2.74 μm × 2.74 μm,,Mono,Visible,5GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1/1.1""",13.91 mm,11.22 mm × 8.22 mm,44 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s), 2.5 Gigabit Ethernet (2500 Mbit/s), 5 Gigabit Ethernet (5000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,5.5 W,541 nm,66.6 % (typical),2.5 e¯ (typical),9.8 ke¯ (typical),69.9 dB (typical),40 dB (typical),,,,,,,,,,12.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2600-20gcBAS,a2a2600-20gcbas,Basler,108367,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2505,Global Shutter,CMOS,2600 px × 2160 px,2.5 μm × 2.5 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1/2""",8.5 mm,6.52 mm × 5.42 mm,20 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.2 W,525 nm,,,,,,,,,,,,,,4.4 W,5.6 MP,,,,,,,,,,,,,,,,,,,,,,49.63 % (typical),,,,,,,,,,,,,,,,,,,,,
Basler,a2A4200-40ucPRO,a2a4200-40ucpro,Basler,108365,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2509,Global Shutter,CMOS,4200 px × 2160 px,2.5 μm × 2.5 μm,,Color,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"2/3""",11.8 mm,10.52 mm × 5.42 mm,40 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.7 W,,,,,,,,,,,,,,,,9.1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2040-120um,aca2040-120um,Basler,107206,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX252,Global Shutter,CMOS,2048 px × 1536 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"1/1.8""",8.84 mm,7.07 mm × 5.3 mm,120 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.1 W,,69 % (typical),2.3 e¯ (typical),10.5 ke¯ (typical),73.2 dB (typical),40.2 dB (typical),,,,,,,,,,3 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA1920-30um (No-Mount),daa1920-30um-no-mount,Basler,106686,에어리어 스캔 카메라,Basler dart,36개월,onsemi,MT9P031,Rolling Shutter,CMOS,1920 px × 1080 px,2.2 μm × 2.2 μm,,Mono,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,7.2 mm x 27 mm x 27 mm,5 g,,0 °C - 75 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart Classic,,"1/3.7""",4.84 mm,4.22 mm × 2.38 mm,30 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,1.2 W,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA5472-5gm,aca5472-5gm,Basler,108861,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX183,Rolling Shutter,CMOS,5472 px × 3648 px,2.4 μm × 2.4 μm,,Mono,Visible,GigE,10 bits / 12 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, GigE Vision, IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1""",15.78 mm,13.13 mm × 8.76 mm,5 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,2.6 W,,75.2 % (typical),3.1 e¯ (typical),13.8 ke¯ (typical),71.2 dB (typical),41.41 dB (typical),,,,,,,,,3.1 W,20 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A1280-125umSWIR,a2a1280-125umswir,Basler,108808,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX990,Global Shutter,InGaAs,1280 px × 1024 px,5 μm × 5 μm,,Mono,Visible + SWIR,USB 3.0,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 X,ace 2 X visSWIR,"1/2""",,6.4 mm × 5.1 mm,125 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,,,,,,,,,,,,,,,,,1.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA5472-17um,aca5472-17um,Basler,109709,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX183,Rolling Shutter,CMOS,5472 px × 3648 px,2.4 μm × 2.4 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"1""",15.78 mm,13.13 mm × 8.76 mm,17 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,2.9 W,,75.6 % (typical),3 e¯ (typical),14.8 ke¯ (typical),71.8 dB (typical),41.7 dB (typical),,,,,,,,,,20 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,boA4112-68cm,boa4112-68cm,Basler,107801,에어리어 스캔 카메라,Basler boost,36개월,Sony,IMX253,Global Shutter,CMOS,4096 px × 3000 px,3.45 μm × 3.45 μm,,Mono,Visible,CoaXPress (CXP-12),,free-run / hardware trigger / software trigger,,PoCXP or 24 VDC,Box,,45 mm x 80 mm x 80 mm,480 g,C-mount / F-mount / M42 x 0.75 / M42 x 1,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, GenICam, KC, RoHS, UL",boost R,,"1.1""",17.46 mm,14.1 mm × 10.3 mm,68 fpsCalculate individual frame rate,,CoaXPress (2.5–12.5 Gbps),hardware trigger / programmable via the camera API,1,2,8.4 W,,61.5 % (typical),2.2 e¯ (typical),10.5 ke¯ (typical),71.3 dB (typical),40.2 dB (typical),,,,,,,,,,12 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1920-50gc,aca1920-50gc,Basler,106878,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX174,Global Shutter,CMOS,1920 px × 1200 px,5.86 μm × 5.86 μm,,Color,Visible,GigE,10 bits / 12 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1/1.2""",13.39 mm,11.33 mm × 7.13 mm,50 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,2.8 W,,,,,,,,,,,,,,,3 W,2.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1300-60gmNIR (CS-Mount),aca1300-60gmnir-cs-mount,Basler,106585,에어리어 스캔 카메라,Basler ace,36개월,e2v,EV76C661,Global & Rolling Shutter,CMOS,1280 px × 1024 px,5.3 μm × 5.3 μm,,Mono,Visible + NIR,GigE,12 bits,Ethernet connection / free-run / hardware trigger,Hirose HR10A 6-pin plug,PoE or 12 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,CS-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace Classic,ace Classic,"1/1.8""",8.68 mm,6.8 mm × 5.4 mm,60 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",programmable via the camera API,1,,2 W,,59 % (typical),23.2 e¯ (typical),7.4 ke¯ (typical),50.1 dB (typical),38.7 dB (typical),,,,,,,,,2.6 W,1.3 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA5472-17uc,aca5472-17uc,Basler,109710,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX183,Rolling Shutter,CMOS,5472 px × 3648 px,2.4 μm × 2.4 μm,,Color,Visible,USB 3.0,10 bits / 12 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"1""",15.78 mm,13.13 mm × 8.76 mm,17 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3.1 W,,,,,,,,,,,,,,,,20 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A3840-45umBAS,a2a3840-45umbas,Basler,108014,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX334,Rolling Shutter,CMOS,3840 px × 2160 px,2 μm × 2 μm,,Mono,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Basic,"1/1.8""",8.82 mm,7.7 mm × 4.3 mm,45 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,2.5 W,541 nm,72.2 % (typical),1.96 e¯ (typical),7.3 ke¯ (typical),69 dB (typical),38.8 dB (typical),,,,,,,,,,8.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
